year,zipcode,city,county,installation_zip,trend
2007,92626,costa mesa,orange,28137.90039,28137.90039
2008,92626,costa mesa,orange,36428.69922,64566.60156
2009,92626,costa mesa,orange,77532.70313,142099.2969
2010,92626,costa mesa,orange,75384.79688,217484.0938
2011,92626,costa mesa,orange,94147.70313,311631.8125
2012,92626,costa mesa,orange,190827.7969,502459.5938
2007,92627,costa mesa,orange,20056.5,20056.5
2008,92627,costa mesa,orange,23687.5,43744
2009,92627,costa mesa,orange,41100.69922,84844.70313
2010,92627,costa mesa,orange,50524.39844,135369.0938
2011,92627,costa mesa,orange,52515.19922,187884.2969
2012,92627,costa mesa,orange,76189.10156,264073.4063
2009,92629,dana point,orange,22694.40039,22694.40039
2010,92629,dana point,orange,59139.59766,81834
2011,92629,dana point,orange,37011.60156,118845.6016
2012,92629,dana point,orange,52862.39844,171708
2008,92630,lake forest,orange,30368.40039,30368.40039
2009,92630,lake forest,orange,73007.39844,103375.7969
2010,92630,lake forest,orange,99453,202828.7969
2011,92630,lake forest,orange,303249.5,506078.3125
2012,92630,lake forest,orange,351388,857466.3125
2007,92637,laguna woods,orange,5151.300293,5151.300293
2008,92637,laguna woods,orange,5629.200195,10780.5
2009,92637,laguna woods,orange,3966,14746.5
2010,92637,laguna woods,orange,33471.19922,48217.69922
2011,92637,laguna woods,orange,8839.199219,57056.89844
2012,92637,laguna woods,orange,10513.7998,67570.69531
2007,92646,huntington beach,orange,44949.30078,44949.30078
2008,92646,huntington beach,orange,48562.60156,93511.90625
2009,92646,huntington beach,orange,144365.7031,237877.6094
2010,92646,huntington beach,orange,175647.5938,413525.1875
2011,92646,huntington beach,orange,176502.7031,590027.875
2012,92646,huntington beach,orange,228168.3906,818196.3125
2007,92647,huntington beach,orange,11723,11723
2008,92647,huntington beach,orange,18143,29866
2009,92647,huntington beach,orange,71267.70313,101133.7031
2010,92647,huntington beach,orange,90234,191367.7031
2011,92647,huntington beach,orange,107287.3984,298655.0938
2012,92647,huntington beach,orange,199962.7969,498617.9063
2007,92648,huntington beach,orange,5160.399902,5160.399902
2008,92648,huntington beach,orange,14834.90039,19995.30078
2009,92648,huntington beach,orange,54904.80078,74900.10156
2010,92648,huntington beach,orange,67592.29688,142492.3906
2011,92648,huntington beach,orange,57877.19922,200369.5938
2012,92648,huntington beach,orange,101099.8984,301469.5
2007,92649,huntington beach,orange,13182.40039,13182.40039
2008,92649,huntington beach,orange,33830.89844,47013.29688
2009,92649,huntington beach,orange,85504.20313,132517.5
2010,92649,huntington beach,orange,66305.79688,198823.2969
2011,92649,huntington beach,orange,84900.89844,283724.1875
2012,92649,huntington beach,orange,154431.5938,438155.7813
2010,92650,east irvine,orange,1364,1364
2007,92651,laguna beach,orange,6741,6741
2008,92651,laguna beach,orange,45410.59766,52151.59766
2009,92651,laguna beach,orange,77176.89844,129328.5
2010,92651,laguna beach,orange,172039.5938,301368.0938
2011,92651,laguna beach,orange,159112,460480.0938
2012,92651,laguna beach,orange,88072.10156,548552.1875
2007,92652,laguna beach,orange,2982,2982
2007,92653,laguna hills,orange,12615.2998,12615.2998
2008,92653,laguna hills,orange,43167,55782.30078
2009,92653,laguna hills,orange,93118.89844,148901.2031
2010,92653,laguna hills,orange,165308.5,314209.6875
2011,92653,laguna hills,orange,245144.5,559354.1875
2012,92653,laguna hills,orange,237217.5,796571.6875
2010,92655,midway city,orange,5588,5588
2011,92655,midway city,orange,24772.80078,30360.80078
2012,92655,midway city,orange,21210.10156,51570.90234
2008,92656,aliso viejo,orange,6648,6648
2009,92656,aliso viejo,orange,18043.80078,24691.80078
2010,92656,aliso viejo,orange,32956.30078,57648.10156
2011,92656,aliso viejo,orange,80397,138045.0938
2012,92656,aliso viejo,orange,139952.2969,277997.4063
2009,92657,newport coast,orange,19049.59961,19049.59961
2010,92657,newport coast,orange,33727.19922,52776.79688
2011,92657,newport coast,orange,15415.39941,68192.19531
2012,92657,newport coast,orange,49736.39844,117928.5938
2008,92660,newport beach,orange,12356.09961,12356.09961
2009,92660,newport beach,orange,67753.29688,80109.39844
2010,92660,newport beach,orange,114904.7031,195014.0938
2011,92660,newport beach,orange,103489,298503.0938
2012,92660,newport beach,orange,149836.2969,448339.4063
2008,92661,newport beach,orange,1757,1757
2009,92661,newport beach,,,1757
2010,92661,newport beach,,,1757
2011,92661,newport beach,,,1757
2012,92661,newport beach,orange,34481.19922,36238.19922
2009,92662,newport beach,orange,1806,1806
2010,92662,newport beach,orange,14368.80078,16174.80078
2011,92662,newport beach,orange,3798,19972.80078
2012,92662,newport beach,orange,12938.5,32911.30078
2008,92663,newport beach,orange,7001.600098,7001.600098
2009,92663,newport beach,orange,18815,25816.59961
2010,92663,newport beach,orange,21725.69922,47542.30078
2011,92663,newport beach,orange,48923.19922,96465.5
2012,92663,newport beach,orange,12601.7998,109067.2969
2007,92672,san clemente,orange,10606.7998,10606.7998
2008,92672,san clemente,orange,25009.5,35616.30078
2009,92672,san clemente,orange,27944.30078,63560.60156
2010,92672,san clemente,orange,80396.60156,143957.2031
2011,92672,san clemente,orange,49699.19922,193656.4063
2012,92672,san clemente,orange,64149.40234,257805.7969
2008,92673,san clemente,orange,12493.40039,12493.40039
2009,92673,san clemente,orange,50045.80078,62539.20313
2010,92673,san clemente,orange,73247,135786.2031
2011,92673,san clemente,orange,84161,219947.2031
2012,92673,san clemente,orange,214518.7031,434465.9063
2008,92675,san juan capistrano,orange,23022,23022
2009,92675,san juan capistrano,orange,104883.7969,127905.7969
2010,92675,san juan capistrano,orange,100514.6016,228420.4063
2011,92675,san juan capistrano,orange,77850.79688,306271.1875
2012,92675,san juan capistrano,orange,135572,441843.1875
2009,92676,silverado,orange,13751.2998,13751.2998
2010,92676,silverado,,,13751.2998
2011,92676,silverado,orange,4238,17989.30078
2012,92676,silverado,orange,10165.19922,28154.5
2007,92677,laguna niguel,orange,7451.700195,7451.700195
2008,92677,laguna niguel,orange,41260.30078,48712
2009,92677,laguna niguel,orange,89416.39844,138128.4063
2010,92677,laguna niguel,orange,159946.2031,298074.5938
2011,92677,laguna niguel,orange,138855.5,436930.0938
2012,92677,laguna niguel,,343000.1875,779930.3125
2009,92678,trabuco canyon,orange,11008.39941,11008.39941
2010,92678,trabuco canyon,orange,6969.600098,17978
2011,92678,trabuco canyon,,,17978
2012,92678,trabuco canyon,,5515.200195,23493.19922
2007,92679,coto de caza,orange,11920,11920
2008,92679,trabuco canyon,orange,29735.60156,41655.60156
2009,92679,trabuco canyon,orange,175534.5,217190.0938
2010,92679,trabuco canyon,orange,222390.7969,439580.9063
2011,92679,trabuco canyon,orange,336868.6875,776449.5625
2012,92679,robinson ranch,orange,439725.6875,1216175.25
2007,92683,westminster,orange,12409,12409
2008,92683,westminster,orange,34237.89844,46646.89844
2009,92683,westminster,orange,40185.60156,86832.5
2010,92683,westminster,orange,90323.39844,177155.9063
2011,92683,westminster,orange,139036.5,316192.4063
2012,92683,westminster,,191567.2031,507759.5938
2007,92688,rancho santa margarita,orange,20285.90039,20285.90039
2008,92688,rancho santa margarita,,,20285.90039
2009,92688,rancho santa margarita,orange,54877.5,75163.39844
2010,92688,rancho santa margarita,orange,123587.3984,198750.7969
2011,92688,rancho santa margarita,orange,132926.0938,331676.9063
2012,92688,rancho santa margarita,orange,165615.5938,497292.5
2007,92691,mission viejo,orange,20111.19922,20111.19922
2008,92691,mission viejo,orange,69553.10156,89664.29688
2009,92691,mission viejo,orange,129444.8984,219109.2031
2010,92691,mission viejo,orange,192026.5938,411135.7813
2011,92691,mission viejo,orange,292808.0938,703943.875
2012,92691,mission viejo,orange,390891,1094834.875
2007,92692,mission viejo,orange,12149.7002,12149.7002
2008,92692,mission viejo,orange,29569.30078,41719
2009,92692,mission viejo,orange,72477.70313,114196.7031
2010,92692,mission viejo,orange,133536.9063,247733.6094
2011,92692,mission viejo,orange,170954.2969,418687.9063
2012,92692,mission viejo,orange,260609.2031,679297.125
2009,92694,ladera ranch,orange,26767.40039,26767.40039
2010,92694,ladera ranch,orange,37387.60156,64155
2011,92694,ladera ranch,orange,71691.80469,135846.8125
2012,92694,ladera ranch,orange,141630.5938,277477.4063
2008,92701,santa ana,orange,11216.40039,11216.40039
2009,92701,santa ana,orange,15623.7998,26840.19922
2010,92701,santa ana,orange,20333.69922,47173.89844
2011,92701,santa ana,orange,3344,50517.89844
2012,92701,santa ana,orange,6329.399902,56847.30078
2008,92703,santa ana,orange,3656.399902,3656.399902
2009,92703,santa ana,orange,2255,5911.399902
2010,92703,santa ana,orange,6085.600098,11997
2011,92703,santa ana,orange,9528.5,21525.5
2012,92703,santa ana,orange,22279.80078,43805.30078
2008,92704,santa ana,orange,6323.600098,6323.600098
2009,92704,santa ana,orange,5270.100098,11593.7002
2010,92704,santa ana,orange,13142.40039,24736.10156
2011,92704,santa ana,orange,35748.80078,60484.90234
2012,92704,santa ana,orange,39357.39844,99842.29688
2007,92705,santa ana,orange,16918.30078,16918.30078
2008,92705,santa ana,orange,47399.90234,64318.20313
2009,92705,santa ana,orange,173826,238144.2031
2010,92705,santa ana,orange,395860.9063,634005.125
2011,92705,santa ana,orange,440228.1875,1074233.25
2012,92705,santa ana,,1482100,2556333.25
2007,92706,santa ana,orange,17594.59961,17594.59961
2008,92706,santa ana,orange,9760.298828,27354.89844
2009,92706,santa ana,orange,17974,45328.89844
2010,92706,santa ana,orange,45053.80078,90382.70313
2011,92706,santa ana,orange,48319,138701.7031
2012,92706,santa ana,orange,21595.39844,160297.0938
2007,92707,santa ana,orange,2580.199951,2580.199951
2008,92707,santa ana,,,2580.199951
2009,92707,santa ana,,,2580.199951
2010,92707,santa ana,orange,7252,9832.200195
2011,92707,santa ana,orange,24063.80078,33896
2012,92707,santa ana,orange,31947.10156,65843.10156
2007,92708,fountain valley,orange,18495.20117,18495.20117
2008,92708,fountain valley,orange,79127.5,97622.70313
2009,92708,fountain valley,orange,55173.60156,152796.2969
2010,92708,fountain valley,orange,137196.2969,289992.5938
2011,92708,fountain valley,orange,233983.2031,523975.8125
2012,92708,fountain valley,orange,205274,729249.8125
2007,92727,,,0,0
2008,92727,fresno,fresno,2948.800049,2948.800049
2007,92757,oceanside,,0,0
2010,92757,oceanside,san diego,1640,1640
2007,92780,tustin,orange,7095.599609,7095.599609
2008,92780,tustin,orange,16962.59961,24058.19922
2009,92780,tustin,orange,24291.90039,48350.10156
2010,92780,tustin,orange,110116.7031,158466.7969
2011,92780,tustin,orange,92453.10156,250919.9063
2012,92780,tustin,orange,335065.5938,585985.5
2007,92782,tustin,orange,3718,3718
2008,92782,tustin,orange,16252.40039,19970.40039
2009,92782,tustin,orange,13851,33821.39844
2010,92782,tustin,orange,47190,81011.39844
2011,92782,tustin,orange,57256.69922,138268.0938
2012,92782,tustin,orange,52015,190283.0938
2010,92801,anaheim,orange,1640,1640
2009,92804,anaheim,orange,8646.300781,8646.300781
2010,92804,anaheim,orange,2255,10901.30078
2011,92804,anaheim,orange,16997.19922,27898.5
2012,92804,anaheim,,24988.09961,52886.60156
2010,92807,anaheim,orange,4252.5,4252.5
2011,92807,anaheim,,,4252.5
2012,92807,anaheim,orange,2920.600098,7173.100098
2007,92821,brea,orange,11813.40039,11813.40039
2008,92821,brea,orange,28265.20117,40078.60156
2009,92821,brea,orange,34499.19922,74577.79688
2010,92821,brea,orange,59815.30078,134393.0938
2011,92821,brea,orange,132093.5,266486.5938
2012,92821,brea,orange,131365.2969,397851.9063
2009,92823,brea,orange,4321.199707,4321.199707
2010,92823,brea,orange,4820.399902,9141.599609
2011,92823,brea,orange,15228.39941,24370
2012,92823,brea,,20882.80078,45252.80078
2007,92831,fullerton,orange,9946.200195,9946.200195
2008,92831,fullerton,orange,3569.400146,13515.60059
2009,92831,fullerton,orange,31022.80078,44538.40234
2010,92831,fullerton,orange,66509.79688,111048.1953
2011,92831,fullerton,orange,83056.5,194104.7031
2012,92831,fullerton,orange,106703.3984,300808.0938
2009,92832,fullerton,orange,3082,3082
2010,92832,fullerton,orange,17866.89844,20948.89844
2011,92832,fullerton,orange,37073.10156,58022
2012,92832,fullerton,orange,52765.80078,110787.7969
2007,92833,fullerton,orange,9834.400391,9834.400391
2008,92833,fullerton,orange,2752.199951,12586.60059
2009,92833,fullerton,orange,26163.59961,38750.19922
2010,92833,fullerton,orange,49011.60156,87761.80469
2011,92833,fullerton,orange,58558.5,146320.2969
2012,92833,fullerton,,122890,269210.3125
2008,92835,fullerton,orange,13835.5,13835.5
2009,92835,fullerton,orange,50129.59766,63965.09766
2010,92835,fullerton,orange,131747.2031,195712.2969
2011,92835,fullerton,orange,191302.9063,387015.2188
2012,92835,fullerton,orange,210625.7031,597640.9375
2007,92840,garden grove,orange,2505.600098,2505.600098
2008,92840,garden grove,orange,7555.200195,10060.80078
2009,92840,garden grove,orange,20603.19922,30664
2010,92840,garden grove,orange,58714.30078,89378.29688
2011,92840,garden grove,orange,65821.89844,155200.2031
2012,92840,garden grove,orange,87475.60156,242675.7969
2007,92841,garden grove,orange,2483.700195,2483.700195
2008,92841,garden grove,orange,8995.400391,11479.10059
2009,92841,garden grove,orange,11281.5,22760.60156
2010,92841,garden grove,orange,40985.80078,63746.40234
2011,92841,garden grove,orange,34646.30078,98392.70313
2012,92841,garden grove,orange,117376.5,215769.2031
2007,92843,garden grove,orange,5306.399902,5306.399902
2008,92843,garden grove,,,5306.399902
2009,92843,garden grove,,,5306.399902
2010,92843,garden grove,orange,13009.7998,18316.19922
2011,92843,garden grove,orange,13079,31395.19922
2012,92843,garden grove,,28202.59961,59597.80078
2009,92844,garden grove,orange,6514.400391,6514.400391
2010,92844,garden grove,orange,25443.80078,31958.20117
2011,92844,garden grove,orange,19161.59961,51119.80078
2012,92844,garden grove,orange,28109.79883,79229.60156
2008,92845,garden grove,orange,10887.09961,10887.09961
2009,92845,garden grove,orange,11967,22854.09961
2010,92845,garden grove,orange,37204.80078,60058.89844
2011,92845,garden grove,orange,45341.39844,105400.2969
2012,92845,garden grove,orange,79600.10156,185000.4063
2008,92856,orange,orange,2247.600098,2247.600098
2009,92856,orange,orange,3704.799805,5952.399902
2010,92856,orange,orange,20265.80078,26218.20117
2011,92856,orange,,,26218.20117
2012,92856,orange,orange,12364.10059,38582.30078
2008,92860,norco,riverside,23663.80078,23663.80078
2009,92860,norco,riverside,76805.60156,100469.4063
2010,92860,norco,riverside,96537.5,197006.9063
2011,92860,norco,riverside,264853.3125,461860.2188
2012,92860,norco,riverside,366310.3125,828170.5
2007,92861,villa park,orange,3124,3124
2008,92861,villa park,orange,21145.19922,24269.19922
2009,92861,villa park,orange,78834.39844,103103.5938
2010,92861,villa park,orange,107940.5,211044.0938
2011,92861,villa park,orange,210812.7969,421856.9063
2012,92861,villa park,orange,216484.4063,638341.3125
2012,92862,orange,orange,3763.199951,3763.199951
2008,92865,orange,orange,5064,5064
2009,92865,orange,orange,12324.09961,17388.09961
2010,92865,orange,orange,69620.10156,87008.20313
2011,92865,orange,orange,76972.39844,163980.5938
2012,92865,orange,,87896.20313,251876.7969
2008,92866,orange,orange,1364,1364
2009,92866,orange,,,1364
2010,92866,orange,orange,8927,10291
2011,92866,orange,orange,25787.09961,36078.10156
2012,92866,orange,orange,45944.80078,82022.89844
2007,92867,orange,orange,7177.399902,7177.399902
2008,92867,orange,orange,6408,13585.40039
2009,92867,orange,orange,93680.89844,107266.2969
2010,92867,orange,orange,115220,222486.2969
2011,92867,orange,orange,239919,462405.3125
2012,92867,orange,orange,280709.6875,743115
2008,92868,orange,orange,8452.200195,8452.200195
2009,92868,orange,orange,7775.600098,16227.80078
2010,92868,orange,orange,6733.599609,22961.40039
2011,92868,orange,orange,5500.399902,28461.80078
2012,92868,orange,orange,12814.40039,41276.19922
2007,92869,orange,orange,21117.30078,21117.30078
2008,92869,orange,orange,30225,51342.30078
2009,92869,orange,orange,85017.39844,136359.7031
2010,92869,orange,orange,191014.9063,327374.5938
